"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","change"
-3.10570411190373,6.78536986381346,-8.97776155735987,3.27169947826578e-14,4.87409975258356e-12,21.9523570295331,"Huwe1","Higher in Adult_Reinfected"
-3.12548725632687,6.37925839918958,-8.97607385265926,3.29852564178145e-14,4.87766425088022e-12,21.9443978002271,"Rbm39","Higher in Adult_Reinfected"
-2.98051058696741,6.84539571128001,-8.93761172629193,3.97314454238844e-14,5.83205033086032e-12,21.7630280030285,"Khsrp","Higher in Adult_Reinfected"
-3.95924986784133,8.00917449224638,-8.93194603555463,4.08354616413367e-14,5.86473612047485e-12,21.7363142176888,"Hspa8","Higher in Adult_Reinfected"
-3.08813381532042,7.24109730164313,-8.93280201440964,4.06667211722462e-14,5.86473612047485e-12,21.7403501144314,"Rpl35","Higher in Adult_Reinfected"
-3.18811324696122,7.25810715373371,-8.9346494613997,4.03049011278812e-14,5.86473612047485e-12,21.7490607957854,"Snrpb","Higher in Adult_Reinfected"
-3.31728260130885,7.07046509752596,-8.9271228809792,4.17994147897964e-14,5.96029798177647e-12,21.7135736359705,"Gpx1","Higher in Adult_Reinfected"
-3.17243154720898,6.65126471192141,-8.91707193308958,4.3881848036802e-14,6.21286051318212e-12,21.6661865677897,"Atox1","Higher in Adult_Reinfected"
-3.58342951893859,7.41127296012988,-8.9153349727038,4.4252085492223e-14,6.22115762451584e-12,21.6579976103597,"Ucp2","Higher in Adult_Reinfected"
-3.65399617231029,8.74064731653731,-8.9121074495774,4.49483454367874e-14,6.23127652746241e-12,21.6427815563015,"Npc2","Higher in Adult_Reinfected"
-3.16694090260066,7.5677157752352,-8.91330429050106,4.46888885809993e-14,6.23127652746241e-12,21.6484239922827,"Rps10","Higher in Adult_Reinfected"
-2.99980562861567,6.29053707516561,-8.89346800682147,4.91888499228733e-14,6.77211731731255e-12,21.5549119712646,"Cotl1","Higher in Adult_Reinfected"
-3.23271435854053,6.68762581182128,-8.88619659383036,5.09494448176964e-14,6.96646415681968e-12,21.5206358490131,"Sem1","Higher in Adult_Reinfected"
-3.35094105747435,7.33586126975654,-8.88037913433578,5.24032122338798e-14,7.11649881513566e-12,21.4932144715936,"Rps5","Higher in Adult_Reinfected"
-3.66684359308875,8.04629891653495,-8.87052319329633,5.49613574743041e-14,7.36371529704384e-12,21.4467593811301,"Serinc3","Higher in Adult_Reinfected"
-4.01771900334866,7.93875579521561,-8.87127171817371,5.4762773432824e-14,7.36371529704384e-12,21.450287386977,"Tmsb10","Higher in Adult_Reinfected"
